complaint_id,category,subcategory,title,description,location_address,ward_number,latitude,longitude,priority,status,created_date,resolved_date,resolution_time_hours
4158,"electricity","billing","Electricity bill discrepancy for Yelahanka","Electricity bill discrepancy for Yelahanka.","Yelahanka Ward 183",92,12.9672,77.6778,"low","in-progress",2024-04-10,,
4159,"roads","repair","Request for speed breaker installation in HSR Layout","Request for speed breaker installation in HSR Layout.","HSR Layout Ward 30",156,13.0115,77.6426,"low","pending",2024-03-22,,
4160,"roads","maintenance","Signboard missing near residential complex in Malleshwaram","Signboard missing near residential complex in Malleshwaram.","Malleshwaram Ward 75",125,12.9875,77.5131,"low","escalated",2024-06-05,,
4161,"water","quality","Request for new water connection in Banashankari","Request for new water connection in Banashankari.","Banashankari Ward 29",27,12.9209,77.5065,"low","resolved",2024-08-22,2024-08-26,94
4162,"water","supply","Minor leak in water pipe near temple","Minor leak in water pipe near temple. Needs attention.","Banashankari Ward 110",72,12.9683,77.6299,"low","escalated",2024-06-18,,
4163,"water","leakage","Water meter reading correction request for Banashankari","Water meter reading correction request for Banashankari.","Banashankari Ward 72",99,13.0719,77.7113,"low","in-progress",2024-02-06,,
4164,"water","quality","Request for new water connection in JP Nagar","Request for new water connection in JP Nagar.","JP Nagar Ward 76",156,12.8563,77.5956,"low","in-progress",2024-05-13,,
4165,"water","supply","Minor leak in water pipe near market area","Minor leak in water pipe near market area. Needs attention.","Kammanahalli Ward 118",186,12.9878,77.4979,"low","resolved",2024-03-03,2024-03-05,42
4166,"roads","pothole","Signboard missing near main junction in Electronic City","Signboard missing near main junction in Electronic City.","Electronic City Ward 5",42,13.0686,77.5338,"low","resolved",2024-07-05,2024-07-06,22
4167,"electricity","billing","Electricity bill discrepancy for Malleshwaram","Electricity bill discrepancy for Malleshwaram.","Malleshwaram Ward 116",45,13.0132,77.6110,"low","escalated",2024-01-01,,
4168,"roads","pothole","Signboard missing near park entrance in Vijayanagar","Signboard missing near park entrance in Vijayanagar.","Vijayanagar Ward 14",102,12.9569,77.5827,"low","escalated",2024-09-06,,
4169,"electricity","billing","Request for underground cable instead of overhead in Rajajinagar","Request for underground cable instead of overhead in Rajajinagar.","Rajajinagar Ward 161",62,12.8520,77.6372,"low","resolved",2024-07-17,2024-07-19,30
4170,"electricity","transformer","Request for underground cable instead of overhead in Marathahalli","Request for underground cable instead of overhead in Marathahalli.","Marathahalli Ward 52",145,13.0604,77.6155,"low","pending",2024-07-19,,
4171,"electricity","streetlight","Request for new street light installation in Vijayanagar","Request for new street light installation in Vijayanagar.","Vijayanagar Ward 117",1,12.8970,77.6564,"low","in-progress",2024-02-08,,
4172,"electricity","billing","Electricity bill discrepancy for CV Raman Nagar","Electricity bill discrepancy for CV Raman Nagar.","CV Raman Nagar Ward 189",93,12.9208,77.5755,"low","pending",2024-11-09,,
4173,"roads","flooding","Signboard missing near commercial center in BTM Layout","Signboard missing near commercial center in BTM Layout.","BTM Layout Ward 93",157,13.0719,77.5736,"low","resolved",2024-08-18,2024-08-20,44
4174,"electricity","billing","Request for new street light installation in BTM Layout","Request for new street light installation in BTM Layout.","BTM Layout Ward 21",36,12.8856,77.4979,"low","resolved",2024-11-25,2024-11-27,48
4175,"electricity","streetlight","Electricity bill discrepancy for Vijayanagar","Electricity bill discrepancy for Vijayanagar.","Vijayanagar Ward 133",185,13.1095,77.6388,"low","resolved",2024-02-26,2024-03-01,94
4176,"roads","repair","Request for zebra crossing near school in Vijayanagar","Request for zebra crossing near school in Vijayanagar.","Vijayanagar Ward 39",12,12.8536,77.6349,"low","pending",2024-11-05,,
4177,"water","pressure","Water meter reading correction request for Rajajinagar","Water meter reading correction request for Rajajinagar.","Rajajinagar Ward 100",31,12.9730,77.5324,"low","resolved",2024-02-02,2024-02-03,7
4178,"roads","maintenance","Request for speed breaker installation in Jayanagar","Request for speed breaker installation in Jayanagar.","Jayanagar Ward 150",78,13.0719,77.5016,"low","resolved",2024-10-27,2024-11-01,111
4179,"roads","pothole","Minor road repair needed in Sarjapur Road","Minor road repair needed in Sarjapur Road.","Sarjapur Road Ward 35",83,12.9338,77.5680,"low","pending",2024-11-07,,
4180,"electricity","outage","Electricity bill discrepancy for Sarjapur Road","Electricity bill discrepancy for Sarjapur Road.","Sarjapur Road Ward 174",49,12.9029,77.4635,"low","pending",2024-07-21,,
4181,"water","supply","Water meter reading correction request for Whitefield","Water meter reading correction request for Whitefield.","Whitefield Ward 124",184,12.9831,77.6749,"low","in-progress",2024-11-26,,
4182,"electricity","billing","Electricity bill discrepancy for Indiranagar","Electricity bill discrepancy for Indiranagar.","Indiranagar Ward 113",110,12.9181,77.6501,"low","in-progress",2024-11-17,,
4183,"electricity","outage","Request for underground cable instead of overhead in CV Raman Nagar","Request for underground cable instead of overhead in CV Raman Nagar.","CV Raman Nagar Ward 71",177,13.0710,77.4477,"low","resolved",2024-11-01,2024-11-05,95
4184,"water","pressure","Minor leak in water pipe near police station","Minor leak in water pipe near police station. Needs attention.","JP Nagar Ward 188",122,13.0611,77.7430,"low","escalated",2024-01-22,,
4185,"water","leakage","Minor leak in water pipe near shopping mall","Minor leak in water pipe near shopping mall. Needs attention.","Vijayanagar Ward 190",78,13.0256,77.6705,"low","resolved",2024-10-05,2024-10-07,47
4186,"roads","flooding","Signboard missing near temple in Vijayanagar","Signboard missing near temple in Vijayanagar.","Vijayanagar Ward 165",116,12.9271,77.7100,"low","pending",2024-01-12,,
4187,"water","leakage","Water meter reading correction request for RT Nagar","Water meter reading correction request for RT Nagar.","RT Nagar Ward 53",145,13.0699,77.6734,"low","resolved",2024-12-26,2024-12-31,115
4188,"electricity","transformer","Request for underground cable instead of overhead in Vijayanagar","Request for underground cable instead of overhead in Vijayanagar.","Vijayanagar Ward 18",137,12.8934,77.4849,"low","pending",2024-07-23,,
4189,"water","supply","Water meter reading correction request for CV Raman Nagar","Water meter reading correction request for CV Raman Nagar.","CV Raman Nagar Ward 131",27,12.8381,77.6788,"low","resolved",2024-06-01,2024-06-02,6
4190,"water","supply","Request for scheduled maintenance of water tank in Koramangala","Request for scheduled maintenance of water tank in Koramangala.","Koramangala Ward 73",170,12.8952,77.5489,"low","in-progress",2024-09-01,,
4191,"roads","maintenance","Signboard missing near post office in Koramangala","Signboard missing near post office in Koramangala.","Koramangala Ward 90",117,13.0127,77.6625,"low","resolved",2024-12-04,2024-12-07,57
4192,"roads","pothole","Minor road repair needed in Sarjapur Road","Minor road repair needed in Sarjapur Road.","Sarjapur Road Ward 115",171,12.8578,77.5236,"low","in-progress",2024-10-02,,
4193,"roads","maintenance","Request for speed breaker installation in Marathahalli","Request for speed breaker installation in Marathahalli.","Marathahalli Ward 50",96,12.8292,77.4987,"low","in-progress",2024-07-16,,
4194,"electricity","outage","Request for new street light installation in Electronic City","Request for new street light installation in Electronic City.","Electronic City Ward 90",47,13.0617,77.6102,"low","pending",2024-11-22,,
4195,"roads","flooding","Request for zebra crossing near school in Whitefield","Request for zebra crossing near school in Whitefield.","Whitefield Ward 196",137,12.9275,77.4733,"low","escalated",2024-06-05,,
4196,"water","leakage","Minor leak in water pipe near bus stop","Minor leak in water pipe near bus stop. Needs attention.","Rajajinagar Ward 155",145,12.9530,77.6493,"low","escalated",2024-08-16,,
4197,"electricity","transformer","Electricity bill discrepancy for Vijayanagar","Electricity bill discrepancy for Vijayanagar.","Vijayanagar Ward 147",107,12.9683,77.4492,"low","pending",2024-09-18,,
4198,"electricity","transformer","Minor issue with meter reading in RT Nagar","Minor issue with meter reading in RT Nagar.","RT Nagar Ward 188",162,12.8404,77.6207,"low","resolved",2024-01-26,2024-01-30,87
4199,"roads","repair","Minor road repair needed in Koramangala","Minor road repair needed in Koramangala.","Koramangala Ward 146",5,13.0721,77.7235,"low","resolved",2024-10-21,2024-10-24,66
4200,"electricity","outage","Minor issue with meter reading in Sarjapur Road","Minor issue with meter reading in Sarjapur Road.","Sarjapur Road Ward 72",164,12.8346,77.5741,"low","in-progress",2024-06-30,,
4201,"electricity","streetlight","Request for new street light installation in Jayanagar","Request for new street light installation in Jayanagar.","Jayanagar Ward 99",44,13.0390,77.4893,"low","in-progress",2024-02-17,,
4202,"electricity","outage","Minor issue with meter reading in Indiranagar","Minor issue with meter reading in Indiranagar.","Indiranagar Ward 114",84,12.9930,77.7333,"low","pending",2024-04-20,,
4203,"electricity","outage","Request for new street light installation in Banashankari","Request for new street light installation in Banashankari.","Banashankari Ward 24",194,13.1035,77.7125,"low","in-progress",2024-03-03,,
4204,"roads","flooding","Signboard missing near metro station in Basavanagudi","Signboard missing near metro station in Basavanagudi.","Basavanagudi Ward 136",25,13.0473,77.4850,"low","in-progress",2024-03-13,,
4205,"electricity","outage","Request for new street light installation in HSR Layout","Request for new street light installation in HSR Layout.","HSR Layout Ward 153",46,13.0063,77.6107,"low","escalated",2024-01-25,,
4206,"electricity","outage","Request for underground cable instead of overhead in Sarjapur Road","Request for underground cable instead of overhead in Sarjapur Road.","Sarjapur Road Ward 28",88,13.0935,77.4885,"low","in-progress",2024-02-20,,
4207,"roads","flooding","Minor road repair needed in Rajajinagar","Minor road repair needed in Rajajinagar.","Rajajinagar Ward 167",45,13.0532,77.6850,"low","pending",2024-09-12,,
4208,"electricity","streetlight","Request for new street light installation in Marathahalli","Request for new street light installation in Marathahalli.","Marathahalli Ward 146",133,12.8810,77.7410,"low","pending",2024-04-02,,
4209,"roads","flooding","Request for speed breaker installation in JP Nagar","Request for speed breaker installation in JP Nagar.","JP Nagar Ward 9",5,13.1104,77.4469,"low","resolved",2024-09-05,2024-09-07,31
4210,"roads","repair","Signboard missing near shopping mall in Malleshwaram","Signboard missing near shopping mall in Malleshwaram.","Malleshwaram Ward 83",118,12.8678,77.4964,"low","resolved",2024-06-21,2024-06-23,31
4211,"electricity","billing","Request for new street light installation in Koramangala","Request for new street light installation in Koramangala.","Koramangala Ward 24",27,12.9661,77.5236,"low","pending",2024-08-14,,
4212,"water","pressure","Request for new water connection in JP Nagar","Request for new water connection in JP Nagar.","JP Nagar Ward 67",187,13.0172,77.6269,"low","pending",2024-11-04,,
4213,"roads","pothole","Minor road repair needed in BTM Layout","Minor road repair needed in BTM Layout.","BTM Layout Ward 7",146,13.0851,77.6571,"low","escalated",2024-04-16,,
4214,"electricity","transformer","Electricity bill discrepancy for HSR Layout","Electricity bill discrepancy for HSR Layout.","HSR Layout Ward 57",73,13.1115,77.5375,"low","in-progress",2024-03-24,,
4215,"electricity","outage","Electricity bill discrepancy for Vijayanagar","Electricity bill discrepancy for Vijayanagar.","Vijayanagar Ward 163",76,13.0082,77.4988,"low","resolved",2024-04-18,2024-04-21,55
4216,"water","supply","Minor leak in water pipe near temple","Minor leak in water pipe near temple. Needs attention.","Whitefield Ward 74",147,12.9068,77.5019,"low","pending",2024-07-04,,
4217,"electricity","billing","Minor issue with meter reading in HSR Layout","Minor issue with meter reading in HSR Layout.","HSR Layout Ward 47",160,12.8311,77.7206,"low","resolved",2024-02-12,2024-02-15,65
